file_name,text
Hand_0000059.jpg,Here we see a male aged 27 showing their palmar left hand. The skin tone is fair and the accessories are 0. There is no nail polish.
Hand_0000060.jpg,"A 27 year old male with fair skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000061.jpg,"A 27 year old male with fair skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000062.jpg,"A 27 year old male with fair skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000063.jpg,Here we see a male aged 27 showing their palmar left hand. The skin tone is fair and the accessories are 0. There is no nail polish.
Hand_0000064.jpg,Here we see a male aged 27 showing their palmar left hand. The skin tone is fair and the accessories are 0. There is no nail polish.
Hand_0000065.jpg,"Featuring a palmar left hand by a 27 year old male, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000066.jpg,Here we see a male aged 27 showing their palmar left hand. The skin tone is fair and the accessories are 0. There is no nail polish.
Hand_0000067.jpg,"Featuring a palmar left hand by a 27 year old male, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000068.jpg,"Featuring a palmar left hand by a 27 year old male, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000069.jpg,"A 27 year old male with fair skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000070.jpg,Here we see a male aged 27 showing their dorsal left hand. The skin tone is fair and the accessories are 0. There is no nail polish.
Hand_0000071.jpg,Here we see a male aged 27 showing their dorsal left hand. The skin tone is fair and the accessories are 0. There is no nail polish.
Hand_0000072.jpg,"Featuring a dorsal left hand by a 27 year old male, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000073.jpg,"Featuring a dorsal left hand by a 27 year old male, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000074.jpg,"A 27 year old male with fair skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000075.jpg,"This image, named Hand_0000075.jpg, shows a dorsal left hand of a male aged 27, having fair skin and wearing 0."
Hand_0000076.jpg,"This image, named Hand_0000076.jpg, shows a dorsal left hand of a male aged 27, having fair skin and wearing 0."
Hand_0000077.jpg,"Featuring a dorsal left hand by a 27 year old male, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000078.jpg,"A 27 year old male with fair skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000079.jpg,"This image, named Hand_0000079.jpg, shows a dorsal left hand of a male aged 27, having fair skin and wearing 0."
Hand_0000080.jpg,"This image, named Hand_0000080.jpg, shows a dorsal right hand of a female aged 20, having dark skin and wearing 0."
Hand_0000081.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000082.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000083.jpg,"This image, named Hand_0000083.jpg, shows a dorsal right hand of a female aged 20, having dark skin and wearing 0."
Hand_0000084.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000085.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000086.jpg,"Featuring a palmar right hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000087.jpg,"This image, named Hand_0000087.jpg, shows a palmar right hand of a female aged 20, having dark skin and wearing 0."
Hand_0000088.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000089.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000090.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000091.jpg,"Featuring a dorsal left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000092.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000093.jpg,"Featuring a dorsal left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000094.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000095.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000096.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000097.jpg,"Featuring a dorsal left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000100.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000101.jpg,"Featuring a palmar left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000102.jpg,"Featuring a palmar left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000103.jpg,"This image, named Hand_0000103.jpg, shows a palmar left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000104.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000105.jpg,"This image, named Hand_0000105.jpg, shows a palmar left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000106.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000107.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000108.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is dark and the accessories are 0. Nail polish is visible.
Hand_0000109.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is dark and the accessories are 0. Nail polish is visible.
Hand_0000111.jpg,"Featuring a dorsal right hand by a 20 year old female, with dark skin tone, accessorized with 0 and sporting nail polish. Irregularities include 0."
Hand_0000112.jpg,"A 20 year old female with dark skin, 0 accessories, and nail polish showing dorsal right hand."
Hand_0000113.jpg,"Featuring a palmar right hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000114.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000115.jpg,"This image, named Hand_0000115.jpg, shows a palmar right hand of a female aged 20, having dark skin and wearing 0."
Hand_0000116.jpg,"This image, named Hand_0000116.jpg, shows a palmar right hand of a female aged 20, having dark skin and wearing 0."
Hand_0000117.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000118.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000122.jpg,"This image, named Hand_0000122.jpg, shows a dorsal left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000123.jpg,"Featuring a dorsal left hand by a 20 year old female, with dark skin tone, accessorized with 0 and sporting nail polish. Irregularities include 0."
Hand_0000124.jpg,"This image, named Hand_0000124.jpg, shows a palmar left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000125.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000132.jpg,Here we see a female aged 21 showing their dorsal right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000133.jpg,"Featuring a dorsal right hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000134.jpg,"Featuring a dorsal right hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000135.jpg,Here we see a female aged 21 showing their dorsal right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000140.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000141.jpg,Here we see a female aged 21 showing their palmar right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000142.jpg,"Featuring a palmar right hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000143.jpg,"Featuring a palmar right hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000144.jpg,"Featuring a dorsal left hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000145.jpg,"Featuring a dorsal left hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000146.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000147.jpg,"Featuring a dorsal left hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000148.jpg,Here we see a female aged 21 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000153.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000156.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000157.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000158.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000159.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000160.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000161.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000162.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000163.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000164.jpg,"Featuring a palmar left hand by a 20 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000165.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000166.jpg,"This image, named Hand_0000166.jpg, shows a dorsal right hand of a female aged 20, having medium skin and wearing 0."
Hand_0000167.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000169.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000170.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000171.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000173.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000174.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000175.jpg,"Featuring a palmar right hand by a 20 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000176.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000177.jpg,"This image, named Hand_0000177.jpg, shows a palmar right hand of a female aged 20, having medium skin and wearing 0."
Hand_0000178.jpg,"This image, named Hand_0000178.jpg, shows a dorsal right hand of a female aged 20, having fair skin and wearing 0."
Hand_0000179.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000180.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000182.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000183.jpg,"This image, named Hand_0000183.jpg, shows a dorsal right hand of a female aged 20, having fair skin and wearing 0."
Hand_0000184.jpg,"Featuring a palmar right hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000185.jpg,"Featuring a palmar right hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000186.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000187.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000195.jpg,"Featuring a dorsal left hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000196.jpg,"Featuring a dorsal left hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000197.jpg,"Featuring a dorsal left hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000198.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000199.jpg,"This image, named Hand_0000199.jpg, shows a palmar left hand of a female aged 20, having fair skin and wearing 0."
Hand_0000200.jpg,"Featuring a palmar left hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000201.jpg,"Featuring a palmar left hand by a 20 year old female, with fair skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000202.jpg,"A 20 year old female with fair skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000203.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000204.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000205.jpg,"This image, named Hand_0000205.jpg, shows a dorsal left hand of a female aged 20, having medium skin and wearing 1."
Hand_0000206.jpg,"This image, named Hand_0000206.jpg, shows a dorsal left hand of a female aged 20, having medium skin and wearing 1."
Hand_0000207.jpg,"A 20 year old female with medium skin, 1 accessories, and no nail polish showing dorsal left hand."
Hand_0000208.jpg,"Featuring a dorsal left hand by a 20 year old female, with medium skin tone, accessorized with 1 and without nail polish. Irregularities include 0."
Hand_0000209.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000210.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000211.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000212.jpg,"This image, named Hand_0000212.jpg, shows a palmar left hand of a female aged 20, having medium skin and wearing 1."
Hand_0000213.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000214.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000215.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000216.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 1. There is no nail polish.
Hand_0000217.jpg,"This image, named Hand_0000217.jpg, shows a dorsal left hand of a female aged 20, having medium skin and wearing 0."
Hand_0000218.jpg,"This image, named Hand_0000218.jpg, shows a dorsal left hand of a female aged 20, having medium skin and wearing 0."
Hand_0000219.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000220.jpg,"Featuring a dorsal left hand by a 20 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000221.jpg,"This image, named Hand_0000221.jpg, shows a dorsal left hand of a female aged 20, having medium skin and wearing 0."
Hand_0000223.jpg,Here we see a female aged 20 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000224.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000225.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing palmar left hand."
Hand_0000226.jpg,"This image, named Hand_0000226.jpg, shows a palmar left hand of a female aged 20, having medium skin and wearing 0."
Hand_0000227.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000228.jpg,"This image, named Hand_0000228.jpg, shows a dorsal right hand of a female aged 20, having medium skin and wearing 0."
Hand_0000229.jpg,"This image, named Hand_0000229.jpg, shows a dorsal right hand of a female aged 20, having medium skin and wearing 0."
Hand_0000230.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000231.jpg,"This image, named Hand_0000231.jpg, shows a dorsal right hand of a female aged 20, having medium skin and wearing 0."
Hand_0000232.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000233.jpg,Here we see a female aged 20 showing their palmar right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000234.jpg,"A 20 year old female with medium skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000235.jpg,"Featuring a palmar right hand by a 20 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000236.jpg,Here we see a female aged 21 showing their dorsal right hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000237.jpg,"This image, named Hand_0000237.jpg, shows a dorsal right hand of a female aged 21, having medium skin and wearing 0."
Hand_0000238.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000239.jpg,"This image, named Hand_0000239.jpg, shows a dorsal right hand of a female aged 21, having medium skin and wearing 0."
Hand_0000240.jpg,"This image, named Hand_0000240.jpg, shows a dorsal right hand of a female aged 21, having medium skin and wearing 0."
Hand_0000241.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000242.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing dorsal right hand."
Hand_0000243.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000244.jpg,"This image, named Hand_0000244.jpg, shows a palmar right hand of a female aged 21, having medium skin and wearing 0."
Hand_0000245.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing palmar right hand."
Hand_0000246.jpg,"Featuring a palmar right hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000248.jpg,Here we see a female aged 21 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000249.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000250.jpg,Here we see a female aged 21 showing their dorsal left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000251.jpg,"Featuring a dorsal left hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000252.jpg,"A 21 year old female with medium skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000253.jpg,Here we see a female aged 21 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000254.jpg,"Featuring a palmar left hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000255.jpg,Here we see a female aged 21 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000256.jpg,"Featuring a palmar left hand by a 21 year old female, with medium skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000257.jpg,Here we see a female aged 21 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000258.jpg,Here we see a female aged 21 showing their palmar left hand. The skin tone is medium and the accessories are 0. There is no nail polish.
Hand_0000259.jpg,"A 20 year old female with dark skin, 1 accessories, and no nail polish showing dorsal right hand."
Hand_0000260.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is dark and the accessories are 1. There is no nail polish.
Hand_0000261.jpg,Here we see a female aged 20 showing their dorsal right hand. The skin tone is dark and the accessories are 1. There is no nail polish.
Hand_0000262.jpg,"Featuring a dorsal right hand by a 20 year old female, with dark skin tone, accessorized with 1 and without nail polish. Irregularities include 0."
Hand_0000263.jpg,"This image, named Hand_0000263.jpg, shows a dorsal right hand of a female aged 20, having dark skin and wearing 1."
Hand_0000264.jpg,"A 20 year old female with dark skin, 1 accessories, and no nail polish showing dorsal right hand."
Hand_0000265.jpg,"Featuring a dorsal right hand by a 20 year old female, with dark skin tone, accessorized with 1 and without nail polish. Irregularities include 0."
Hand_0000266.jpg,"This image, named Hand_0000266.jpg, shows a palmar right hand of a female aged 20, having dark skin and wearing 1."
Hand_0000267.jpg,"Featuring a palmar right hand by a 20 year old female, with dark skin tone, accessorized with 1 and without nail polish. Irregularities include 0."
Hand_0000268.jpg,"A 20 year old female with dark skin, 1 accessories, and no nail polish showing palmar right hand."
Hand_0000269.jpg,"A 20 year old female with dark skin, 1 accessories, and no nail polish showing palmar right hand."
Hand_0000270.jpg,"A 20 year old female with dark skin, 1 accessories, and no nail polish showing palmar right hand."
Hand_0000271.jpg,"Featuring a palmar right hand by a 20 year old female, with dark skin tone, accessorized with 1 and without nail polish. Irregularities include 0."
Hand_0000272.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000273.jpg,"Featuring a dorsal left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000275.jpg,Here we see a female aged 20 showing their dorsal left hand. The skin tone is dark and the accessories are 0. There is no nail polish.
Hand_0000276.jpg,"This image, named Hand_0000276.jpg, shows a dorsal left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000277.jpg,"This image, named Hand_0000277.jpg, shows a dorsal left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000278.jpg,"A 20 year old female with dark skin, 0 accessories, and no nail polish showing dorsal left hand."
Hand_0000281.jpg,"Featuring a palmar left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
Hand_0000282.jpg,"This image, named Hand_0000282.jpg, shows a palmar left hand of a female aged 20, having dark skin and wearing 0."
Hand_0000283.jpg,"Featuring a palmar left hand by a 20 year old female, with dark skin tone, accessorized with 0 and without nail polish. Irregularities include 0."
